FECHADMA;LATITUD;LONGITUD;TIPOLANCE;TALLA
04/11/2007;26;110;LANATUN;76
04/11/2007;26;110;LANATUN;76
31/03/2007;15;95;LANATUN;77
19/05/2007;19;112;LANATUN;77
19/05/2007;19;112;LANATUN;77
29/03/2007;15;97;LANATUN;77
29/03/2007;15;97;LANATUN;77
30/03/2007;15;95;LANATUN;77
30/03/2007;15;95;LANATUN;77
30/03/2007;15;95;LANATUN;77
30/03/2007;15;95;LANATUN;77
30/03/2007;15;95;LANATUN;77
30/03/2007;15;95;LANATUN;77
31/03/2007;15;95;LANATUN;77
29/03/2007;15;97;LANATUN;77
29/03/2007;15;97;LANATUN;77
31/03/2007;15;95;LANATUN;77
31/03/2007;15;95;LANATUN;77
03/05/2007;9;100;LANATUN;77
03/05/2007;9;100;LANATUN;77
03/05/2007;9;100;LANATUN;77
13/06/2007;23;108;LANATUN;77
16/05/2007;24;108;LANATUN;77
27/07/2007;31;116;LANATUN;77
27/07/2007;31;116;LANATUN;77
06/10/2007;25;109;LANATUN;77
09/10/2007;26;110;LANATUN;77
09/10/2007;26;110;LANATUN;77
09/10/2007;26;110;LANATUN;77
09/10/2007;26;110;LANATUN;77
09/10/2007;26;110;LANATUN;77
09/10/2007;26;110;LANATUN;77
09/10/2007;26;110;LANATUN;77
09/10/2007;26;110;LANATUN;77
12/10/2007;25;109;LANATUN;77
12/10/2007;25;109;LANATUN;77
12/10/2007;25;109;LANATUN;77
03/11/2007;26;110;LANATUN;77
03/11/2007;26;110;LANATUN;77
03/11/2007;26;110;LANATUN;77
03/11/2007;26;110;LANATUN;77
13/08/2007;32;117;LANATUN;77
26/08/2007;25;112;LANATUN;77
26/08/2007;25;112;LANATUN;77
19/07/2007;25;112;LANATUN;77
19/07/2007;25;112;LANATUN;77
19/07/2007;25;112;LANATUN;77
09/11/2007;26;110;LANATUN;77
09/11/2007;26;110;LANATUN;77
09/11/2007;26;110;LANATUN;77
11/10/2007;25;110;LANATUN;77
11/10/2007;25;110;LANATUN;77
11/10/2007;25;110;LANATUN;77
11/10/2007;25;110;LANATUN;77
11/10/2007;25;110;LANATUN;77
11/10/2007;25;110;LANATUN;77
13/10/2007;26;110;LANATUN;77
13/10/2007;26;110;LANATUN;77
15/10/2007;26;111;LANATUN;77
15/10/2007;26;111;LANATUN;77
15/10/2007;26;111;LANATUN;77
16/10/2007;27;110;LANATUN;77
21/10/2007;26;110;LANATUN;77
21/10/2007;26;110;LANATUN;77
25/10/2007;25;110;LANATUN;77
02/11/2007;23;108;LANATUN;77
04/11/2007;23;108;LANATUN;77
21/02/2007;9;93;LANATUN;77
05/02/2007;7;94;LANATUN;77
05/02/2007;7;94;LANATUN;77
13/02/2007;15;96;LANATUN;77
16/02/2007;15;96;LANATUN;77
16/02/2007;15;96;LANATUN;77
16/02/2007;15;96;LANATUN;77
16/02/2007;15;96;LANATUN;77
18/03/2007;15;96;LANATUN;77
18/03/2007;15;96;LANATUN;77
20/02/2007;15;96;LANATUN;77
17/02/2007;15;96;LANATUN;77
19/02/2007;15;96;LANATUN;77
15/02/2007;15;96;LANATUN;77
17/02/2007;15;96;LANATUN;77
20/02/2007;15;96;LANATUN;77
20/02/2007;15;96;LANATUN;77
24/02/2007;15;98;LANATUN;77
20/02/2007;15;96;LANATUN;77
31/01/2007;23;106;LANATUN;77
31/01/2007;23;106;LANATUN;77
31/01/2007;23;106;LANATUN;77
15/02/2007;15;96;LANATUN;77
21/02/2007;15;96;LANATUN;77
21/02/2007;15;96;LANATUN;77
27/10/2007;26;110;LANATUN;77
27/10/2007;26;110;LANATUN;77
27/10/2007;26;110;LANATUN;77
27/10/2007;26;110;LANATUN;77
27/10/2007;26;110;LANATUN;77
27/10/2007;26;110;LANATUN;77
27/10/2007;26;110;LANATUN;77
04/11/2007;26;110;LANATUN;77
04/11/2007;26;110;LANATUN;77
04/11/2007;26;110;LANATUN;77
04/11/2007;26;110;LANATUN;77
04/11/2007;26;110;LANATUN;77
31/03/2007;15;95;LANATUN;78
31/03/2007;15;95;LANATUN;78
31/03/2007;15;95;LANATUN;78
31/03/2007;15;95;LANATUN;78
29/03/2007;15;96;LANATUN;78
17/04/2007;13;106;LANATUN;78
03/05/2007;9;100;LANATUN;78
03/05/2007;9;100;LANATUN;78
11/05/2007;24;108;LANATUN;78
11/05/2007;24;108;LANATUN;78
11/05/2007;24;108;LANATUN;78
16/05/2007;24;108;LANATUN;78
16/05/2007;24;108;LANATUN;78
16/05/2007;24;108;LANATUN;78
19/07/2007;32;117;LANATUN;78
19/07/2007;32;117;LANATUN;78
19/07/2007;32;117;LANATUN;78
19/07/2007;32;117;LANATUN;78
09/10/2007;26;110;LANATUN;78
09/10/2007;26;110;LANATUN;78
09/10/2007;26;110;LANATUN;78
19/07/2007;25;112;LANATUN;78
26/07/2007;26;114;LANATUN;78
15/08/2007;32;117;LANATUN;78
26/08/2007;25;112;LANATUN;78
19/07/2007;25;112;LANATUN;78
09/11/2007;26;110;LANATUN;78
03/10/2007;16;117;LANATUN;78
03/10/2007;16;117;LANATUN;78
03/10/2007;16;117;LANATUN;78
11/10/2007;25;110;LANATUN;78
11/10/2007;25;110;LANATUN;78
13/10/2007;26;110;LANATUN;78
13/10/2007;26;110;LANATUN;78
13/10/2007;26;110;LANATUN;78
15/10/2007;26;111;LANATUN;78
15/10/2007;26;111;LANATUN;78
16/10/2007;27;110;LANATUN;78
16/10/2007;27;110;LANATUN;78
21/10/2007;26;110;LANATUN;78
21/10/2007;26;110;LANATUN;78
21/10/2007;26;110;LANATUN;78
21/10/2007;26;110;LANATUN;78
05/02/2007;7;94;LANATUN;78
05/02/2007;7;94;LANATUN;78
13/02/2007;15;96;LANATUN;78
16/02/2007;15;96;LANATUN;78
16/02/2007;15;96;LANATUN;78
18/03/2007;15;96;LANATUN;78
20/02/2007;15;96;LANATUN;78
13/02/2007;15;96;LANATUN;78
13/02/2007;15;96;LANATUN;78
13/02/2007;15;96;LANATUN;78
13/02/2007;15;96;LANATUN;78
15/02/2007;15;96;LANATUN;78
17/02/2007;15;96;LANATUN;78
20/02/2007;15;96;LANATUN;78
20/02/2007;15;96;LANATUN;78
20/02/2007;15;96;LANATUN;78
31/01/2007;23;106;LANATUN;78
05/02/2007;22;106;LANATUN;78
05/02/2007;22;106;LANATUN;78
15/02/2007;15;96;LANATUN;78
21/02/2007;15;96;LANATUN;78
12/03/2007;8;94;LANATUN;78
24/05/2007;28;115;LANATUN;78
31/07/2007;32;117;LANATUN;78
04/08/2007;32;117;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
25/10/2007;26;110;LANATUN;78
27/10/2007;26;110;LANATUN;78
27/10/2007;26;110;LANATUN;78
27/10/2007;26;110;LANATUN;78
27/10/2007;26;110;LANATUN;78
27/10/2007;26;110;LANATUN;78
27/10/2007;26;110;LANATUN;78
27/10/2007;26;110;LANATUN;78
04/11/2007;26;110;LANATUN;78
04/11/2007;26;110;LANATUN;78
04/11/2007;26;110;LANATUN;78
04/11/2007;26;110;LANATUN;78
15/05/2007;21;106;LANATUN;79
30/03/2007;15;95;LANATUN;79
30/03/2007;15;95;LANATUN;79
30/03/2007;15;95;LANATUN;79
31/03/2007;15;95;LANATUN;79
15/05/2007;21;106;LANATUN;79
15/05/2007;21;106;LANATUN;79
19/05/2007;19;112;LANATUN;79
19/05/2007;19;112;LANATUN;79
31/03/2007;15;95;LANATUN;79
31/03/2007;15;95;LANATUN;79
31/03/2007;15;95;LANATUN;79
21/04/2007;13;106;LANATUN;79
21/04/2007;13;106;LANATUN;79
03/05/2007;9;100;LANATUN;79
03/05/2007;9;100;LANATUN;79
13/06/2007;23;108;LANATUN;79
11/05/2007;24;108;LANATUN;79
28/05/2007;23;111;LANATUN;79
24/07/2007;30;116;LANATUN;79
24/07/2007;30;116;LANATUN;79
06/10/2007;25;109;LANATUN;79
06/10/2007;25;109;LANATUN;79
06/10/2007;25;109;LANATUN;79
09/10/2007;26;110;LANATUN;79
09/10/2007;26;110;LANATUN;79
09/10/2007;26;110;LANATUN;79
09/10/2007;26;110;LANATUN;79
09/10/2007;26;110;LANATUN;79
12/10/2007;25;109;LANATUN;79
12/10/2007;25;109;LANATUN;79
13/08/2007;32;117;LANATUN;79
15/08/2007;32;117;LANATUN;79
26/08/2007;25;112;LANATUN;79
26/08/2007;25;112;LANATUN;79
26/08/2007;25;112;LANATUN;79
09/11/2007;26;110;LANATUN;79
09/11/2007;26;110;LANATUN;79
09/11/2007;26;110;LANATUN;79
09/11/2007;26;110;LANATUN;79
09/11/2007;26;110;LANATUN;79
09/11/2007;26;110;LANATUN;79
03/10/2007;16;117;LANATUN;79
11/10/2007;25;110;LANATUN;79
11/10/2007;25;110;LANATUN;79
11/10/2007;25;110;LANATUN;79
11/10/2007;25;110;LANATUN;79
11/10/2007;25;110;LANATUN;79
11/10/2007;25;110;LANATUN;79
11/10/2007;25;110;LANATUN;79
13/10/2007;26;110;LANATUN;79
13/10/2007;26;110;LANATUN;79
13/10/2007;26;110;LANATUN;79
15/10/2007;26;111;LANATUN;79
15/10/2007;26;111;LANATUN;79
15/10/2007;26;111;LANATUN;79
16/10/2007;27;110;LANATUN;79
16/10/2007;27;110;LANATUN;79
16/10/2007;27;110;LANATUN;79
21/10/2007;26;110;LANATUN;79
21/10/2007;26;110;LANATUN;79
21/10/2007;26;110;LANATUN;79
21/02/2007;9;93;LANATUN;79
21/02/2007;9;93;LANATUN;79
21/02/2007;9;93;LANATUN;79
21/02/2007;9;93;LANATUN;79
05/02/2007;7;94;LANATUN;79
05/02/2007;7;94;LANATUN;79
16/02/2007;15;96;LANATUN;79
20/02/2007;15;96;LANATUN;79
15/02/2007;15;96;LANATUN;79
15/02/2007;15;96;LANATUN;79
15/02/2007;15;96;LANATUN;79
17/02/2007;15;96;LANATUN;79
19/02/2007;15;96;LANATUN;79
19/02/2007;15;96;LANATUN;79
13/02/2007;15;96;LANATUN;79
13/02/2007;15;96;LANATUN;79
13/02/2007;15;96;LANATUN;79
15/02/2007;15;96;LANATUN;79
15/02/2007;15;96;LANATUN;79
15/02/2007;15;96;LANATUN;79
15/02/2007;15;96;LANATUN;79
16/02/2007;15;96;LANATUN;79
16/02/2007;15;96;LANATUN;79
31/01/2007;23;106;LANATUN;79
05/02/2007;22;106;LANATUN;79
15/02/2007;15;96;LANATUN;79
15/02/2007;15;96;LANATUN;79
21/02/2007;15;96;LANATUN;79
21/02/2007;15;96;LANATUN;79
21/02/2007;15;96;LANATUN;79
21/02/2007;15;96;LANATUN;79
01/03/2007;6;85;LANATUN;79
12/03/2007;8;94;LANATUN;79
12/03/2007;8;94;LANATUN;79
19/07/2007;32;117;LANATUN;79
05/08/2007;32;118;LANATUN;79
25/10/2007;26;110;LANATUN;79
25/10/2007;26;110;LANATUN;79
25/10/2007;26;110;LANATUN;79
25/10/2007;26;110;LANATUN;79
25/10/2007;26;110;LANATUN;79
25/10/2007;26;110;LANATUN;79
25/10/2007;26;110;LANATUN;79
25/10/2007;26;110;LANATUN;79
27/10/2007;26;110;LANATUN;79
27/10/2007;26;110;LANATUN;79
27/10/2007;26;110;LANATUN;79
27/10/2007;26;110;LANATUN;79
27/10/2007;26;110;LANATUN;79
04/11/2007;26;110;LANATUN;79
04/11/2007;26;110;LANATUN;79
04/11/2007;26;110;LANATUN;79
04/11/2007;26;110;LANATUN;79
04/11/2007;26;110;LANATUN;79
04/11/2007;26;110;LANATUN;79
04/11/2007;26;110;LANATUN;79
04/11/2007;26;110;LANATUN;79
31/03/2007;15;95;LANATUN;80
30/03/2007;15;95;LANATUN;80
30/03/2007;15;95;LANATUN;80
30/03/2007;15;95;LANATUN;80
15/05/2007;21;106;LANATUN;80
31/03/2007;15;95;LANATUN;80
21/04/2007;13;106;LANATUN;80
21/04/2007;13;106;LANATUN;80
21/04/2007;13;106;LANATUN;80
21/04/2007;13;106;LANATUN;80
21/04/2007;13;106;LANATUN;80
21/04/2007;13;106;LANATUN;80
21/04/2007;13;106;LANATUN;80
21/04/2007;13;106;LANATUN;80
21/04/2007;13;106;LANATUN;80
03/05/2007;9;100;LANATUN;80
03/05/2007;9;100;LANATUN;80
03/05/2007;9;100;LANATUN;80
13/06/2007;23;108;LANATUN;80
13/06/2007;23;108;LANATUN;80
13/06/2007;23;108;LANATUN;80
13/06/2007;23;108;LANATUN;80
13/06/2007;23;108;LANATUN;80
16/05/2007;24;108;LANATUN;80
19/07/2007;32;117;LANATUN;80
19/07/2007;32;117;LANATUN;80
06/10/2007;25;109;LANATUN;80
06/10/2007;25;109;LANATUN;80
06/10/2007;25;109;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
09/10/2007;26;110;LANATUN;80
12/10/2007;25;109;LANATUN;80
12/10/2007;25;109;LANATUN;80
19/07/2007;25;112;LANATUN;80
20/07/2007;24;112;LANATUN;80
20/07/2007;24;112;LANATUN;80
19/07/2007;25;112;LANATUN;80
11/10/2007;25;110;LANATUN;80
11/10/2007;25;110;LANATUN;80
11/10/2007;25;110;LANATUN;80
11/10/2007;25;110;LANATUN;80
11/10/2007;25;110;LANATUN;80
11/10/2007;25;110;LANATUN;80
11/10/2007;25;110;LANATUN;80
11/10/2007;25;110;LANATUN;80
11/10/2007;25;110;LANATUN;80
13/10/2007;26;110;LANATUN;80
13/10/2007;26;110;LANATUN;80
13/10/2007;26;110;LANATUN;80
15/10/2007;26;111;LANATUN;80
15/10/2007;26;111;LANATUN;80
15/10/2007;26;111;LANATUN;80
15/10/2007;26;111;LANATUN;80
16/10/2007;27;110;LANATUN;80
16/10/2007;27;110;LANATUN;80
16/10/2007;27;110;LANATUN;80
16/10/2007;27;110;LANATUN;80
16/10/2007;27;110;LANATUN;80
16/10/2007;27;110;LANATUN;80
21/10/2007;26;110;LANATUN;80
21/10/2007;26;110;LANATUN;80
21/10/2007;26;110;LANATUN;80
21/10/2007;26;110;LANATUN;80
21/10/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
25/10/2007;25;110;LANATUN;80
12/11/2007;25;110;LANATUN;80
13/11/2007;25;109;LANATUN;80
21/02/2007;9;93;LANATUN;80
21/02/2007;9;93;LANATUN;80
21/02/2007;9;93;LANATUN;80
21/02/2007;9;93;LANATUN;80
21/02/2007;9;93;LANATUN;80
05/02/2007;7;94;LANATUN;80
05/02/2007;7;94;LANATUN;80
05/02/2007;7;94;LANATUN;80
05/02/2007;7;94;LANATUN;80
05/02/2007;7;94;LANATUN;80
16/02/2007;15;96;LANATUN;80
16/02/2007;15;96;LANATUN;80
18/03/2007;15;96;LANATUN;80
18/03/2007;15;96;LANATUN;80
20/02/2007;15;96;LANATUN;80
20/02/2007;15;96;LANATUN;80
15/02/2007;15;96;LANATUN;80
15/02/2007;15;96;LANATUN;80
15/02/2007;15;96;LANATUN;80
15/02/2007;15;96;LANATUN;80
17/02/2007;15;96;LANATUN;80
17/02/2007;15;96;LANATUN;80
17/02/2007;15;96;LANATUN;80
17/02/2007;15;96;LANATUN;80
17/02/2007;15;96;LANATUN;80
17/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
19/02/2007;15;96;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
08/02/2007;7;92;LANATUN;80
09/02/2007;8;93;LANATUN;80
09/02/2007;8;93;LANATUN;80
09/02/2007;8;93;LANATUN;80
09/02/2007;8;93;LANATUN;80
09/02/2007;8;93;LANATUN;80
09/02/2007;8;93;LANATUN;80
09/02/2007;8;93;LANATUN;80
10/02/2007;8;93;LANATUN;80
13/02/2007;15;96;LANATUN;80
17/02/2007;15;96;LANATUN;80
20/02/2007;15;96;LANATUN;80
16/02/2007;15;96;LANATUN;80
31/01/2007;23;106;LANATUN;80
31/01/2007;23;106;LANATUN;80
31/01/2007;23;106;LANATUN;80
31/01/2007;23;106;LANATUN;80
15/02/2007;15;96;LANATUN;80
15/02/2007;15;96;LANATUN;80
21/02/2007;15;96;LANATUN;80
21/02/2007;15;96;LANATUN;80
21/02/2007;15;96;LANATUN;80
21/02/2007;15;96;LANATUN;80
24/05/2007;28;115;LANATUN;80
24/05/2007;28;115;LANATUN;80
24/05/2007;28;115;LANATUN;80
31/07/2007;32;117;LANATUN;80
19/07/2007;32;117;LANATUN;80
19/07/2007;32;117;LANATUN;80
19/07/2007;32;117;LANATUN;80
19/07/2007;32;117;LANATUN;80
24/07/2007;30;116;LANATUN;80
24/07/2007;30;116;LANATUN;80
24/07/2007;30;116;LANATUN;80
24/07/2007;30;116;LANATUN;80
24/07/2007;30;116;LANATUN;80
27/07/2007;31;116;LANATUN;80
30/07/2007;31;117;LANATUN;80
30/07/2007;31;117;LANATUN;80
30/07/2007;31;117;LANATUN;80
30/07/2007;31;117;LANATUN;80
04/08/2007;32;117;LANATUN;80
04/08/2007;32;117;LANATUN;80
04/08/2007;32;117;LANATUN;80
05/08/2007;32;118;LANATUN;80
05/08/2007;32;118;LANATUN;80
05/08/2007;32;118;LANATUN;80
05/08/2007;32;118;LANATUN;80
25/10/2007;26;110;LANATUN;80
25/10/2007;26;110;LANATUN;80
25/10/2007;26;110;LANATUN;80
25/10/2007;26;110;LANATUN;80
25/10/2007;26;110;LANATUN;80
25/10/2007;26;110;LANATUN;80
25/10/2007;26;110;LANATUN;80
25/10/2007;26;110;LANATUN;80
25/10/2007;26;110;LANATUN;80
27/10/2007;26;110;LANATUN;80
27/10/2007;26;110;LANATUN;80
27/10/2007;26;110;LANATUN;80
27/10/2007;26;110;LANATUN;80
27/10/2007;26;110;LANATUN;80
27/10/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
04/11/2007;26;110;LANATUN;80
30/03/2007;15;95;LANATUN;81
31/03/2007;15;95;LANATUN;81
15/05/2007;21;106;LANATUN;81
19/05/2007;19;112;LANATUN;81
19/05/2007;19;112;LANATUN;81
31/03/2007;15;95;LANATUN;81
29/03/2007;15;96;LANATUN;81
03/05/2007;9;100;LANATUN;81
13/06/2007;23;108;LANATUN;81
11/05/2007;24;108;LANATUN;81
16/05/2007;24;108;LANATUN;81
16/05/2007;24;108;LANATUN;81
16/05/2007;24;108;LANATUN;81
25/05/2007;21;110;LANATUN;81
25/05/2007;21;110;LANATUN;81
28/05/2007;23;111;LANATUN;81
28/05/2007;23;111;LANATUN;81
19/07/2007;32;117;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
09/10/2007;26;110;LANATUN;81
03/11/2007;26;110;LANATUN;81
03/11/2007;26;110;LANATUN;81
03/11/2007;26;110;LANATUN;81
03/11/2007;26;110;LANATUN;81
03/11/2007;26;110;LANATUN;81
03/11/2007;26;110;LANATUN;81
26/07/2007;26;114;LANATUN;81
26/08/2007;25;112;LANATUN;81
09/11/2007;26;110;LANATUN;81
09/11/2007;26;110;LANATUN;81
11/10/2007;25;110;LANATUN;81
11/10/2007;25;110;LANATUN;81
13/10/2007;26;110;LANATUN;81
15/10/2007;26;111;LANATUN;81
15/10/2007;26;111;LANATUN;81
15/10/2007;26;111;LANATUN;81
16/10/2007;27;110;LANATUN;81
16/10/2007;27;110;LANATUN;81
21/10/2007;26;110;LANATUN;81
21/10/2007;26;110;LANATUN;81
21/10/2007;26;110;LANATUN;81
04/11/2007;26;110;LANATUN;81
10/11/2007;8;96;LANATUN;81
17/11/2007;18;114;LANATUN;81
21/10/2007;26;110;LANATUN;81
02/11/2007;23;108;LANATUN;81
04/11/2007;23;108;LANATUN;81
04/11/2007;23;108;LANATUN;81
12/11/2007;25;110;LANATUN;81
12/11/2007;25;110;LANATUN;81
21/02/2007;9;93;LANATUN;81
21/02/2007;9;93;LANATUN;81
21/02/2007;9;93;LANATUN;81
05/02/2007;7;94;LANATUN;81
05/02/2007;7;94;LANATUN;81
16/02/2007;15;96;LANATUN;81
18/03/2007;15;96;LANATUN;81
18/03/2007;15;96;LANATUN;81
18/03/2007;15;96;LANATUN;81
20/02/2007;15;96;LANATUN;81
20/02/2007;15;96;LANATUN;81
15/02/2007;15;96;LANATUN;81
15/02/2007;15;96;LANATUN;81
15/02/2007;15;96;LANATUN;81
15/02/2007;15;96;LANATUN;81
17/02/2007;15;96;LANATUN;81
17/02/2007;15;96;LANATUN;81
17/02/2007;15;96;LANATUN;81
17/02/2007;15;96;LANATUN;81
19/02/2007;15;96;LANATUN;81
19/02/2007;15;96;LANATUN;81
19/02/2007;15;96;LANATUN;81
19/02/2007;15;96;LANATUN;81
19/02/2007;15;96;LANATUN;81
19/02/2007;15;96;LANATUN;81
04/02/2007;7;94;LANATUN;81
08/02/2007;7;95;LANATUN;81
13/02/2007;15;96;LANATUN;81
13/02/2007;15;96;LANATUN;81
13/02/2007;15;96;LANATUN;81
13/02/2007;15;96;LANATUN;81
13/02/2007;15;96;LANATUN;81
15/02/2007;15;96;LANATUN;81
15/02/2007;15;96;LANATUN;81
15/02/2007;15;96;LANATUN;81
17/02/2007;15;96;LANATUN;81
17/02/2007;15;96;LANATUN;81
17/02/2007;15;96;LANATUN;81
17/02/2007;15;96;LANATUN;81
17/02/2007;15;96;LANATUN;81
20/02/2007;15;96;LANATUN;81
20/02/2007;15;96;LANATUN;81
20/02/2007;15;96;LANATUN;81
20/02/2007;15;96;LANATUN;81
13/02/2007;15;96;LANATUN;81
31/01/2007;23;106;LANATUN;81
31/01/2007;23;106;LANATUN;81
15/02/2007;15;96;LANATUN;81
15/02/2007;15;96;LANATUN;81
21/02/2007;15;96;LANATUN;81
01/03/2007;6;85;LANATUN;81
24/05/2007;28;115;LANATUN;81
19/07/2007;32;117;LANATUN;81
19/07/2007;32;117;LANATUN;81
04/08/2007;32;117;LANATUN;81
31/07/2007;32;117;LANATUN;81
25/10/2007;26;110;LANATUN;81
25/10/2007;26;110;LANATUN;81
25/10/2007;26;110;LANATUN;81
25/10/2007;26;110;LANATUN;81
25/10/2007;26;110;LANATUN;81
25/10/2007;26;110;LANATUN;81
25/10/2007;26;110;LANATUN;81
25/10/2007;26;110;LANATUN;81
27/10/2007;26;110;LANATUN;81
27/10/2007;26;110;LANATUN;81
27/10/2007;26;110;LANATUN;81
04/11/2007;26;110;LANATUN;81
04/11/2007;26;110;LANATUN;81
04/11/2007;26;110;LANATUN;81
30/03/2007;15;95;LANATUN;82
30/03/2007;15;95;LANATUN;82
30/03/2007;15;95;LANATUN;82
31/03/2007;15;95;LANATUN;82
31/03/2007;15;95;LANATUN;82
19/05/2007;19;112;LANATUN;82
03/05/2007;9;100;LANATUN;82
03/05/2007;9;100;LANATUN;82
13/06/2007;23;108;LANATUN;82
13/06/2007;23;108;LANATUN;82
16/05/2007;24;108;LANATUN;82
16/05/2007;24;108;LANATUN;82
25/05/2007;21;110;LANATUN;82
25/05/2007;21;110;LANATUN;82
28/05/2007;23;111;LANATUN;82
27/07/2007;31;116;LANATUN;82
27/07/2007;31;116;LANATUN;82
27/07/2007;31;116;LANATUN;82
06/10/2007;25;109;LANATUN;82
06/10/2007;25;109;LANATUN;82
09/10/2007;26;110;LANATUN;82
09/10/2007;26;110;LANATUN;82
09/10/2007;26;110;LANATUN;82
09/10/2007;26;110;LANATUN;82
12/10/2007;25;109;LANATUN;82
12/10/2007;25;109;LANATUN;82
20/07/2007;24;112;LANATUN;82
26/07/2007;26;114;LANATUN;82
01/05/2007;6;77;LANATUN;82
15/08/2007;32;117;LANATUN;82
09/11/2007;26;110;LANATUN;82
11/10/2007;25;110;LANATUN;82
11/10/2007;25;110;LANATUN;82
11/10/2007;25;110;LANATUN;82
11/10/2007;25;110;LANATUN;82
11/10/2007;25;110;LANATUN;82
16/10/2007;27;110;LANATUN;82
16/10/2007;27;110;LANATUN;82
16/10/2007;27;110;LANATUN;82
16/10/2007;27;110;LANATUN;82
16/10/2007;27;110;LANATUN;82
21/10/2007;26;110;LANATUN;82
21/10/2007;26;110;LANATUN;82
21/10/2007;26;110;LANATUN;82
04/11/2007;26;110;LANATUN;82
21/10/2007;26;110;LANATUN;82
21/10/2007;26;110;LANATUN;82
21/10/2007;26;110;LANATUN;82
21/10/2007;26;110;LANATUN;82
02/11/2007;23;108;LANATUN;82
02/11/2007;23;108;LANATUN;82
02/11/2007;23;108;LANATUN;82
02/11/2007;23;108;LANATUN;82
02/11/2007;23;108;LANATUN;82
04/11/2007;23;108;LANATUN;82
04/11/2007;23;108;LANATUN;82
04/11/2007;23;108;LANATUN;82
12/11/2007;25;110;LANATUN;82
12/11/2007;25;110;LANATUN;82
12/11/2007;25;110;LANATUN;82
12/11/2007;25;110;LANATUN;82
12/11/2007;25;110;LANATUN;82
13/11/2007;25;109;LANATUN;82
13/11/2007;25;109;LANATUN;82
21/02/2007;9;93;LANATUN;82
05/02/2007;7;94;LANATUN;82
05/02/2007;7;94;LANATUN;82
05/02/2007;7;94;LANATUN;82
05/02/2007;7;94;LANATUN;82
05/02/2007;7;94;LANATUN;82
16/02/2007;15;96;LANATUN;82
16/02/2007;15;96;LANATUN;82
18/03/2007;15;96;LANATUN;82
15/02/2007;15;96;LANATUN;82
15/02/2007;15;96;LANATUN;82
15/02/2007;15;96;LANATUN;82
17/02/2007;15;96;LANATUN;82
17/02/2007;15;96;LANATUN;82
17/02/2007;15;96;LANATUN;82
17/02/2007;15;96;LANATUN;82
17/02/2007;15;96;LANATUN;82
17/02/2007;15;96;LANATUN;82
17/02/2007;15;96;LANATUN;82
19/02/2007;15;96;LANATUN;82
19/02/2007;15;96;LANATUN;82
19/02/2007;15;96;LANATUN;82
