FECHA;LATITUD;LONGITUD;TIPO;TALLA
29/01/2012;13;106;LANMAM;80
29/01/2012;13;106;LANMAM;73
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;72
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;72
29/01/2012;13;106;LANMAM;69
29/01/2012;13;106;LANMAM;60
29/01/2012;13;106;LANMAM;73
29/01/2012;13;106;LANMAM;71
29/01/2012;13;106;LANMAM;77
29/01/2012;13;106;LANMAM;75
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;65
29/01/2012;13;106;LANMAM;68
29/01/2012;13;106;LANMAM;69
29/01/2012;13;106;LANMAM;73
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;77
29/01/2012;13;106;LANMAM;75
29/01/2012;13;106;LANMAM;68
29/01/2012;13;106;LANMAM;58
29/01/2012;13;106;LANMAM;50
29/01/2012;13;106;LANMAM;69
29/01/2012;13;106;LANMAM;73
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;72
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;77
29/01/2012;13;106;LANMAM;73
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;73
29/01/2012;13;106;LANMAM;75
29/01/2012;13;106;LANMAM;72
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;77
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;72
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;68
29/01/2012;13;106;LANMAM;65
29/01/2012;13;106;LANMAM;69
29/01/2012;13;106;LANMAM;72
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;71
29/01/2012;13;106;LANMAM;70
29/01/2012;13;106;LANMAM;68
31/01/2012;13;107;LANMAM;68
31/01/2012;13;107;LANMAM;73
31/01/2012;13;107;LANMAM;100
31/01/2012;13;107;LANMAM;102
31/01/2012;13;107;LANMAM;84
31/01/2012;13;107;LANMAM;87
31/01/2012;13;107;LANMAM;83
31/01/2012;13;107;LANMAM;100
31/01/2012;13;107;LANMAM;130
31/01/2012;13;107;LANMAM;100
31/01/2012;13;107;LANMAM;98
31/01/2012;13;107;LANMAM;89
31/01/2012;13;107;LANMAM;82
31/01/2012;13;107;LANMAM;80
31/01/2012;13;107;LANMAM;83
31/01/2012;13;107;LANMAM;91
31/01/2012;13;107;LANMAM;90
31/01/2012;13;107;LANMAM;84
31/01/2012;13;107;LANMAM;87
31/01/2012;13;107;LANMAM;90
31/01/2012;13;107;LANMAM;93
31/01/2012;13;107;LANMAM;87
31/01/2012;13;107;LANMAM;107
31/01/2012;13;107;LANMAM;113
31/01/2012;13;107;LANMAM;120
31/01/2012;13;107;LANMAM;97
31/01/2012;13;107;LANMAM;100
31/01/2012;13;107;LANMAM;89
31/01/2012;13;107;LANMAM;89
31/01/2012;13;107;LANMAM;89
31/01/2012;13;107;LANMAM;89
31/01/2012;13;107;LANMAM;100
31/01/2012;13;107;LANMAM;68
31/01/2012;13;107;LANMAM;73
31/01/2012;13;107;LANMAM;89
31/01/2012;13;107;LANMAM;90
31/01/2012;13;107;LANMAM;97
31/01/2012;13;107;LANMAM;90
31/01/2012;13;107;LANMAM;83
31/01/2012;13;107;LANMAM;80
31/01/2012;13;107;LANMAM;73
31/01/2012;13;107;LANMAM;70
31/01/2012;13;107;LANMAM;77
31/01/2012;13;107;LANMAM;91
31/01/2012;13;107;LANMAM;90
31/01/2012;13;107;LANMAM;92
31/01/2012;13;107;LANMAM;103
31/01/2012;13;107;LANMAM;130
31/01/2012;13;107;LANMAM;101
31/01/2012;13;107;LANMAM;87
31/01/2012;13;107;LANMAM;65
31/01/2012;13;107;LANMAM;54
31/01/2012;13;107;LANMAM;74
31/01/2012;13;107;LANMAM;79
31/01/2012;13;107;LANMAM;81
31/01/2012;13;107;LANMAM;52
31/01/2012;13;107;LANMAM;68
31/01/2012;12;107;LANMAM;102
31/01/2012;12;107;LANMAM;98
31/01/2012;12;107;LANMAM;107
31/01/2012;12;107;LANMAM;116
31/01/2012;12;107;LANMAM;120
01/02/2012;12;107;LANMAM;107
01/02/2012;12;107;LANMAM;113
01/02/2012;12;107;LANMAM;115
01/02/2012;12;107;LANMAM;120
01/02/2012;12;107;LANMAM;109
01/02/2012;12;107;LANMAM;100
01/02/2012;12;107;LANMAM;108
01/02/2012;12;107;LANMAM;106
01/02/2012;12;107;LANMAM;120
01/02/2012;12;107;LANMAM;112
01/02/2012;12;107;LANMAM;99
01/02/2012;12;107;LANMAM;113
01/02/2012;12;107;LANMAM;109
01/02/2012;12;107;LANMAM;115
01/02/2012;12;107;LANMAM;120
01/02/2012;12;107;LANMAM;105
01/02/2012;12;107;LANMAM;109
01/02/2012;12;107;LANMAM;113
01/02/2012;12;107;LANMAM;118
01/02/2012;12;107;LANMAM;120
01/02/2012;12;107;LANMAM;109
01/02/2012;12;107;LANMAM;107
01/02/2012;12;107;LANMAM;103
01/02/2012;12;107;LANMAM;130
01/02/2012;12;107;LANMAM;106
01/02/2012;12;107;LANMAM;107
01/02/2012;12;107;LANMAM;103
01/02/2012;12;107;LANMAM;120
01/02/2012;12;107;LANMAM;114
01/02/2012;12;107;LANMAM;131
01/02/2012;12;107;LANMAM;107
01/02/2012;12;107;LANMAM;100
01/02/2012;12;107;LANMAM;98
01/02/2012;12;107;LANMAM;114
01/02/2012;12;107;LANMAM;109
01/02/2012;12;107;LANMAM;114
01/02/2012;12;107;LANMAM;113
01/02/2012;12;107;LANMAM;116
01/02/2012;12;107;LANMAM;109
01/02/2012;12;107;LANMAM;107
01/02/2012;12;107;LANMAM;105
01/02/2012;12;107;LANMAM;130
03/02/2012;12;107;LANMAM;89
03/02/2012;12;107;LANMAM;107
03/02/2012;12;107;LANMAM;131
03/02/2012;12;107;LANMAM;125
03/02/2012;12;107;LANMAM;100
03/02/2012;12;107;LANMAM;122
03/02/2012;12;107;LANMAM;101
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;112
03/02/2012;12;107;LANMAM;117
03/02/2012;12;107;LANMAM;100
03/02/2012;12;107;LANMAM;120
03/02/2012;12;107;LANMAM;118
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;120
03/02/2012;12;107;LANMAM;135
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;103
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;115
03/02/2012;12;107;LANMAM;102
03/02/2012;12;107;LANMAM;68
03/02/2012;12;107;LANMAM;121
03/02/2012;12;107;LANMAM;113
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;107
03/02/2012;12;107;LANMAM;120
03/02/2012;12;107;LANMAM;118
03/02/2012;12;107;LANMAM;117
03/02/2012;12;107;LANMAM;116
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;112
03/02/2012;12;107;LANMAM;120
03/02/2012;12;107;LANMAM;113
03/02/2012;12;107;LANMAM;107
03/02/2012;12;107;LANMAM;100
03/02/2012;12;107;LANMAM;69
03/02/2012;12;107;LANMAM;73
03/02/2012;12;107;LANMAM;87
03/02/2012;12;107;LANMAM;93
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;127
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;103
03/02/2012;12;107;LANMAM;109
03/02/2012;12;107;LANMAM;106
03/02/2012;12;107;LANMAM;112
03/02/2012;12;107;LANMAM;110
03/02/2012;12;107;LANMAM;117
03/02/2012;12;107;LANMAM;119
03/02/2012;12;107;LANMAM;127
03/02/2012;12;107;LANMAM;120
03/02/2012;12;107;LANMAM;112
03/02/2012;12;107;LANMAM;107
03/02/2012;12;107;LANMAM;89
03/02/2012;12;107;LANMAM;100
03/02/2012;12;107;LANMAM;107
03/02/2012;12;107;LANMAM;68
03/02/2012;12;107;LANMAM;93
03/02/2012;12;107;LANMAM;90
07/02/2012;12;108;LANMAM;100
07/02/2012;12;108;LANMAM;107
07/02/2012;12;108;LANMAM;131
07/02/2012;12;108;LANMAM;102
07/02/2012;12;108;LANMAM;89
07/02/2012;12;108;LANMAM;68
07/02/2012;12;108;LANMAM;103
07/02/2012;12;108;LANMAM;121
07/02/2012;12;108;LANMAM;120
07/02/2012;12;108;LANMAM;119
07/02/2012;12;108;LANMAM;107
07/02/2012;12;108;LANMAM;103
07/02/2012;12;108;LANMAM;109
07/02/2012;12;108;LANMAM;97
07/02/2012;12;108;LANMAM;109
07/02/2012;12;108;LANMAM;120
07/02/2012;12;108;LANMAM;119
07/02/2012;12;108;LANMAM;123
07/02/2012;12;108;LANMAM;130
07/02/2012;12;108;LANMAM;112
07/02/2012;12;108;LANMAM;107
07/02/2012;12;108;LANMAM;125
07/02/2012;12;108;LANMAM;107
07/02/2012;12;108;LANMAM;100
07/02/2012;12;108;LANMAM;98
07/02/2012;12;108;LANMAM;98
07/02/2012;12;108;LANMAM;98
07/02/2012;12;108;LANMAM;102
07/02/2012;12;108;LANMAM;99
07/02/2012;12;108;LANMAM;119
07/02/2012;12;108;LANMAM;120
07/02/2012;12;108;LANMAM;113
07/02/2012;12;108;LANMAM;102
07/02/2012;12;108;LANMAM;98
07/02/2012;12;108;LANMAM;63
07/02/2012;12;108;LANMAM;109
07/02/2012;12;108;LANMAM;127
07/02/2012;12;108;LANMAM;108
07/02/2012;12;108;LANMAM;120
07/02/2012;12;108;LANMAM;122
07/02/2012;12;108;LANMAM;103
07/02/2012;12;108;LANMAM;124
07/02/2012;12;108;LANMAM;113
07/02/2012;12;108;LANMAM;100
07/02/2012;12;108;LANMAM;109
07/02/2012;12;108;LANMAM;102
07/02/2012;12;108;LANMAM;121
07/02/2012;12;108;LANMAM;122
07/02/2012;12;108;LANMAM;113
07/02/2012;12;108;LANMAM;102
07/02/2012;12;108;LANMAM;103
07/02/2012;12;108;LANMAM;107
07/02/2012;12;108;LANMAM;68
07/02/2012;12;108;LANMAM;98
07/02/2012;12;108;LANMAM;73
07/02/2012;12;108;LANMAM;89
07/02/2012;12;108;LANMAM;90
07/02/2012;12;108;LANMAM;91
07/02/2012;12;108;LANMAM;100
07/02/2012;12;108;LANMAM;109
07/02/2012;12;108;LANMAM;98
09/02/2012;11;109;LANMAM;42
09/02/2012;11;109;LANMAM;40
09/02/2012;11;109;LANMAM;52
09/02/2012;11;109;LANMAM;47
09/02/2012;11;109;LANMAM;43
09/02/2012;11;109;LANMAM;42
09/02/2012;11;109;LANMAM;40
09/02/2012;11;109;LANMAM;39
09/02/2012;11;109;LANMAM;40
09/02/2012;11;109;LANMAM;42
09/02/2012;11;109;LANMAM;45
09/02/2012;11;109;LANMAM;67
09/02/2012;11;109;LANMAM;50
09/02/2012;11;109;LANMAM;43
09/02/2012;11;109;LANMAM;48
09/02/2012;11;109;LANMAM;42
09/02/2012;11;109;LANMAM;40
09/02/2012;11;109;LANMAM;58
09/02/2012;11;109;LANMAM;40
09/02/2012;11;109;LANMAM;36
09/02/2012;11;109;LANMAM;48
09/02/2012;11;109;LANMAM;123
09/02/2012;11;109;LANMAM;107
09/02/2012;11;109;LANMAM;48
09/02/2012;11;109;LANMAM;59
09/02/2012;11;109;LANMAM;72
09/02/2012;11;109;LANMAM;100
09/02/2012;11;109;LANMAM;48
09/02/2012;11;109;LANMAM;107
09/02/2012;11;109;LANMAM;102
09/02/2012;11;109;LANMAM;98
09/02/2012;11;109;LANMAM;132
09/02/2012;11;109;LANMAM;49
09/02/2012;11;109;LANMAM;62
09/02/2012;11;109;LANMAM;61
09/02/2012;11;109;LANMAM;67
09/02/2012;11;109;LANMAM;60
09/02/2012;11;109;LANMAM;65
09/02/2012;11;109;LANMAM;62
09/02/2012;11;109;LANMAM;53
09/02/2012;11;109;LANMAM;43
09/02/2012;11;109;LANMAM;49
09/02/2012;11;109;LANMAM;72
09/02/2012;11;109;LANMAM;100
09/02/2012;11;109;LANMAM;112
09/02/2012;11;109;LANMAM;48
09/02/2012;11;109;LANMAM;60
09/02/2012;11;109;LANMAM;72
09/02/2012;11;109;LANMAM;49
09/02/2012;11;109;LANMAM;70
09/02/2012;11;109;LANMAM;62
09/02/2012;11;109;LANMAM;53
09/02/2012;11;109;LANMAM;48
11/02/2012;11;103;LANMAM;100
11/02/2012;11;103;LANMAM;103
11/02/2012;11;103;LANMAM;109
11/02/2012;11;103;LANMAM;130
11/02/2012;11;103;LANMAM;98
11/02/2012;11;103;LANMAM;79
11/02/2012;11;103;LANMAM;100
11/02/2012;11;103;LANMAM;98
11/02/2012;11;103;LANMAM;90
11/02/2012;11;103;LANMAM;93
11/02/2012;11;103;LANMAM;90
11/02/2012;11;103;LANMAM;100
11/02/2012;11;103;LANMAM;93
11/02/2012;11;103;LANMAM;97
11/02/2012;11;103;LANMAM;99
11/02/2012;11;103;LANMAM;96
11/02/2012;11;103;LANMAM;98
11/02/2012;11;103;LANMAM;96
11/02/2012;11;103;LANMAM;99
11/02/2012;11;103;LANMAM;103
11/02/2012;11;103;LANMAM;102
11/02/2012;11;103;LANMAM;107
11/02/2012;11;103;LANMAM;109
11/02/2012;11;103;LANMAM;102
11/02/2012;11;103;LANMAM;100
11/02/2012;11;103;LANMAM;100
11/02/2012;11;103;LANMAM;100
11/02/2012;11;103;LANMAM;98
11/02/2012;11;103;LANMAM;96
11/02/2012;11;103;LANMAM;93
11/02/2012;11;103;LANMAM;92
11/02/2012;11;103;LANMAM;90
13/02/2012;11;102;LANMAM;113
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;118
13/02/2012;11;102;LANMAM;130
13/02/2012;11;102;LANMAM;123
13/02/2012;11;102;LANMAM;121
13/02/2012;11;102;LANMAM;114
13/02/2012;11;102;LANMAM;117
13/02/2012;11;102;LANMAM;114
13/02/2012;11;102;LANMAM;121
13/02/2012;11;102;LANMAM;123
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;112
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;119
13/02/2012;11;102;LANMAM;118
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;121
13/02/2012;11;102;LANMAM;127
13/02/2012;11;102;LANMAM;132
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;121
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;116
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;135
13/02/2012;11;102;LANMAM;142
13/02/2012;11;102;LANMAM;121
13/02/2012;11;102;LANMAM;119
13/02/2012;11;102;LANMAM;100
13/02/2012;11;102;LANMAM;115
13/02/2012;11;102;LANMAM;123
13/02/2012;11;102;LANMAM;124
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;130
13/02/2012;11;102;LANMAM;127
13/02/2012;11;102;LANMAM;125
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;130
13/02/2012;11;102;LANMAM;116
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;116
13/02/2012;11;102;LANMAM;119
13/02/2012;11;102;LANMAM;121
13/02/2012;11;102;LANMAM;132
13/02/2012;11;102;LANMAM;130
13/02/2012;11;102;LANMAM;121
13/02/2012;11;102;LANMAM;122
13/02/2012;11;102;LANMAM;120
13/02/2012;11;102;LANMAM;123
13/02/2012;11;102;LANMAM;150
13/02/2012;11;102;LANMAM;100
13/02/2012;11;102;LANPALO;25
13/02/2012;11;102;LANPALO;27
13/02/2012;11;102;LANPALO;30
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;18
13/02/2012;11;102;LANPALO;17
13/02/2012;11;102;LANPALO;25
13/02/2012;11;102;LANPALO;40
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;21
13/02/2012;11;102;LANPALO;22
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;21
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;17
13/02/2012;11;102;LANPALO;16
13/02/2012;11;102;LANPALO;15
13/02/2012;11;102;LANPALO;13
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;21
13/02/2012;11;102;LANPALO;16
13/02/2012;11;102;LANPALO;17
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;25
13/02/2012;11;102;LANPALO;22
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;17
13/02/2012;11;102;LANPALO;17
13/02/2012;11;102;LANPALO;18
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;21
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;18
13/02/2012;11;102;LANPALO;22
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;18
13/02/2012;11;102;LANPALO;15
13/02/2012;11;102;LANPALO;17
13/02/2012;11;102;LANPALO;18
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;31
13/02/2012;11;102;LANPALO;32
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;25
13/02/2012;11;102;LANPALO;24
13/02/2012;11;102;LANPALO;36
13/02/2012;11;102;LANPALO;33
13/02/2012;11;102;LANPALO;32
13/02/2012;11;102;LANPALO;30
13/02/2012;11;102;LANPALO;31
13/02/2012;11;102;LANPALO;34
13/02/2012;11;102;LANPALO;31
13/02/2012;11;102;LANPALO;33
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;18
13/02/2012;11;102;LANPALO;21
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;19
13/02/2012;11;102;LANPALO;20
13/02/2012;11;102;LANPALO;32
13/02/2012;11;102;LANPALO;30
13/02/2012;11;102;LANPALO;26
14/02/2012;11;102;LANMAM;103
14/02/2012;11;102;LANMAM;130
14/02/2012;11;102;LANMAM;125
14/02/2012;11;102;LANMAM;110
14/02/2012;11;102;LANMAM;116
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;119
14/02/2012;11;102;LANMAM;122
14/02/2012;11;102;LANMAM;125
14/02/2012;11;102;LANMAM;121
14/02/2012;11;102;LANMAM;119
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;123
14/02/2012;11;102;LANMAM;133
14/02/2012;11;102;LANMAM;140
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;118
14/02/2012;11;102;LANMAM;140
14/02/2012;11;102;LANMAM;119
14/02/2012;11;102;LANMAM;124
14/02/2012;11;102;LANMAM;121
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;118
14/02/2012;11;102;LANMAM;100
14/02/2012;11;102;LANMAM;100
14/02/2012;11;102;LANMAM;121
14/02/2012;11;102;LANMAM;98
14/02/2012;11;102;LANMAM;121
14/02/2012;11;102;LANMAM;116
14/02/2012;11;102;LANMAM;114
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;123
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;119
14/02/2012;11;102;LANMAM;122
14/02/2012;11;102;LANMAM;125
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;131
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;119
14/02/2012;11;102;LANMAM;124
14/02/2012;11;102;LANMAM;132
14/02/2012;11;102;LANMAM;100
14/02/2012;11;102;LANMAM;109
14/02/2012;11;102;LANMAM;113
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;114
14/02/2012;11;102;LANMAM;118
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;121
14/02/2012;11;102;LANMAM;120
14/02/2012;11;102;LANMAM;121
14/02/2012;11;102;LANMAM;116
14/02/2012;11;102;LANMAM;119
14/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;98
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;107
15/02/2012;11;102;LANMAM;109
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;121
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;118
15/02/2012;11;102;LANMAM;112
15/02/2012;11;102;LANMAM;100
15/02/2012;11;102;LANMAM;98
15/02/2012;11;102;LANMAM;113
15/02/2012;11;102;LANMAM;115
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;121
15/02/2012;11;102;LANMAM;116
15/02/2012;11;102;LANMAM;119
15/02/2012;11;102;LANMAM;116
15/02/2012;11;102;LANMAM;114
15/02/2012;11;102;LANMAM;125
15/02/2012;11;102;LANMAM;115
15/02/2012;11;102;LANMAM;123
15/02/2012;11;102;LANMAM;130
15/02/2012;11;102;LANMAM;119
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;119
15/02/2012;11;102;LANMAM;129
15/02/2012;11;102;LANMAM;130
15/02/2012;11;102;LANMAM;119
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;112
15/02/2012;11;102;LANMAM;100
15/02/2012;11;102;LANMAM;112
15/02/2012;11;102;LANMAM;114
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;121
15/02/2012;11;102;LANMAM;121
15/02/2012;11;102;LANMAM;118
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;119
15/02/2012;11;102;LANMAM;125
15/02/2012;11;102;LANMAM;122
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;119
15/02/2012;11;102;LANMAM;130
15/02/2012;11;102;LANMAM;135
15/02/2012;11;102;LANMAM;112
15/02/2012;11;102;LANMAM;100
15/02/2012;11;102;LANMAM;109
15/02/2012;11;102;LANMAM;113
15/02/2012;11;102;LANMAM;98
15/02/2012;11;102;LANMAM;112
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;118
15/02/2012;11;102;LANMAM;121
15/02/2012;11;102;LANMAM;98
15/02/2012;11;102;LANMAM;62
15/02/2012;11;102;LANMAM;98
15/02/2012;11;102;LANMAM;120
15/02/2012;11;102;LANMAM;119
17/02/2012;11;101;LANMAM;112
17/02/2012;11;101;LANMAM;100
17/02/2012;11;101;LANMAM;109
17/02/2012;11;101;LANMAM;113
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;113
17/02/2012;11;101;LANMAM;115
17/02/2012;11;101;LANMAM;100
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;118
17/02/2012;11;101;LANMAM;102
17/02/2012;11;101;LANMAM;109
17/02/2012;11;101;LANMAM;114
17/02/2012;11;101;LANMAM;119
17/02/2012;11;101;LANMAM;123
17/02/2012;11;101;LANMAM;110
17/02/2012;11;101;LANMAM;119
17/02/2012;11;101;LANMAM;112
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;118
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;113
17/02/2012;11;101;LANMAM;100
17/02/2012;11;101;LANMAM;98
17/02/2012;11;101;LANMAM;79
17/02/2012;11;101;LANMAM;130
17/02/2012;11;101;LANMAM;112
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;100
17/02/2012;11;101;LANMAM;112
17/02/2012;11;101;LANMAM;100
17/02/2012;11;101;LANMAM;113
17/02/2012;11;101;LANMAM;98
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;121
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;119
17/02/2012;11;101;LANMAM;119
17/02/2012;11;101;LANMAM;124
17/02/2012;11;101;LANMAM;130
17/02/2012;11;101;LANMAM;125
17/02/2012;11;101;LANMAM;118
17/02/2012;11;101;LANMAM;98
17/02/2012;11;101;LANMAM;109
17/02/2012;11;101;LANMAM;113
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;112
17/02/2012;11;101;LANMAM;98
17/02/2012;11;101;LANMAM;113
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;114
17/02/2012;11;101;LANMAM;120
17/02/2012;11;101;LANMAM;116
